
**********************************************
Contact: Natoms = 1.00000000000e+04, as = 1.000000e+02 * a0, G = 1.085900e+03, G * par = 2.171801e+03
Regular DDI: add = 6.700000e+01 * a0, GD = 1.736905e+02, GD * par = 3.473811e+02, edd = 6.700000e-01
     Dipolar cutoff Scut = 8.416910e+00,

QF = 1: h2 = 1.792281e+03,         q5 = 1.707112e+00

Trap parameters:
GAMMA = 1.000000e+00, NU = 1.000000e+00, LAMBDA = 4.361370e-02
Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 1.3151422150218750e-01, DY = 1.3151422150218750e-01, DZ = 2.2918125546406252e+00, mx = 1.00e+01, my = 1.00e+01, mz = 1.00e+01
      Unit of length: aho = 6.123800e-07 m

Time discretization: NITER = 1000000 (NSNAP = 1000000)
                     DT = 3.459198e-03, mt = 5.00e+00

file ./imag3d-finalpsi.bin
MUREL = 1.000000e-10, MUEND=1.000000e+03

-----------------------------------------------------------------------------------------------
Snap      mu           Kin             Pot            Contact            DDI            QF
-----------------------------------------------------------------------------------------------
11632     2.0466636603686874e+00 3.5491714161024429e-01 9.4557479532820665e-01 1.9638596310797238e+00 -1.2176879076494871e+00 7.7992115754334776e-02
11633     2.0466508096309797e+00 3.5489158109813346e-01 9.4561636361564916e-01 1.9637732918970929e+00 -1.2176304269798957e+00 7.7987743253324346e-02
11634     2.0466379162719659e+00 3.5486619258391922e-01 9.4565782239560914e-01 1.9636866321959305e+00 -1.2175727309034929e+00 7.7983337836706093e-02
11635     2.0466249812717736e+00 3.5484098351535820e-01 9.4569916370327578e-01 1.9635996563489431e+00 -1.2175148222958032e+00 7.7978899128496787e-02
11636     2.0466120056595796e+00 3.5481596124732878e-01 9.4574037959601276e-01 1.9635123690915104e+00 -1.2174567042752722e+00 7.7974426784310519e-02
11637     2.0465989905149571e+00 3.5479113303766568e-01 9.4578146215489356e-01 1.9634247755338305e+00 -1.2173983802114325e+00 7.7969920492887881e-02
11638     2.0465859369692105e+00 3.5476650604303095e-01 9.4582240348617008e-01 1.9633368811727876e+00 -1.2173398537327780e+00 7.7965379977599322e-02
11639     2.0465728462066215e+00 3.5474208731483842e-01 9.4586319572273414e-01 1.9632486919036201e+00 -1.2172811287345711e+00 7.7960804997932093e-02
11640     2.0465597194657246e+00 3.5471788379523933e-01 9.4590383102564368e-01 1.9631602140312834e+00 -1.2172222093864418e+00 7.7956195350947055e-02
11641     2.0465465580404936e+00 3.5469390231316339e-01 9.4594430158555742e-01 1.9630714542815340e+00 -1.2171631001397611e+00 7.7951550872708247e-02
11642     2.0465333632815068e+00 3.5467014958043064e-01 9.4598459962422565e-01 1.9629824198116987e+00 -1.2171038057348482e+00 7.7946871439680432e-02
11643     2.0465201365970760e+00 3.5464663218794401e-01 9.4602471739595528e-01 1.9628931182210680e+00 -1.2170443312078916e+00 7.7942156970091478e-02
11644     2.0465068794542982e+00 3.5462335660196304e-01 9.4606464718905359e-01 1.9628035575609284e+00 -1.2169846818976466e+00 7.7937407425256025e-02
11645     2.0464935933800379e+00 3.5460032916045503e-01 9.4610438132729002e-01 1.9627137463441575e+00 -1.2169248634518648e+00 7.7932622810858485e-02
11646     2.0464802799619175e+00 3.5457755606955710e-01 9.4614391217134464e-01 1.9626236935543797e+00 -1.2168648818333641e+00 7.7927803178190161e-02
11647     2.0464669408492115e+00 3.5455504340012983e-01 9.4618323212025168e-01 1.9625334086546999e+00 -1.2168047433258697e+00 7.7922948625340868e-02
11648     2.0464535777535913e+00 3.5453279708441282e-01 9.4622233361280783e-01 1.9624429015958598e+00 -1.2167444545394892e+00 7.7918059298337491e-02
11649     2.0464401924499978e+00 3.5451082291281050e-01 9.4626120912904732e-01 1.9623521828239903e+00 -1.2166840224158502e+00 7.7913135392234087e-02
11650     2.0464267867772548e+00 3.5448912653076947e-01 9.4629985119161186e-01 1.9622612632877063e+00 -1.2166234542328329e+00 7.7908177152139199e-02
11651     2.0464133626386927e+00 3.5446771343580896e-01 9.4633825236719205e-01 1.9621701544446919e+00 -1.2165627576090001e+00 7.7903184874188458e-02
11652     2.0463999220027027e+00 3.5444658897465509e-01 9.4637640526792721e-01 1.9620788682676862e+00 -1.2165019405075654e+00 7.7898158906456294e-02
11653     2.0463864669032024e+00 3.5442575834052231e-01 9.4641430255279901e-01 1.9619874172498784e+00 -1.2164410112399975e+00 7.7893099649800346e-02
11654     2.0463729994400168e+00 3.5440522657053330e-01 9.4645193692903862e-01 1.9618958144096257e+00 -1.2163799784691807e+00 7.7888007558641947e-02
11655     2.0463595217791712e+00 3.5438499854327915e-01 9.4648930115347385e-01 1.9618040732945616e+00 -1.2163188512121434e+00 7.7882883141676254e-02
11656     2.0463460361530963e+00 3.5436507897651964e-01 9.4652638803393863e-01 1.9617122079849951e+00 -1.2162576388423569e+00 7.7877726962511828e-02
11657     2.0463325448608085e+00 3.5434547242505193e-01 9.4656319043061976e-01 1.9616202330967054e+00 -1.2161963510915688e+00 7.7872539640237895e-02
11658     2.0463190502678970e+00 3.5432618327870941e-01 9.4659970125741788e-01 1.9615281637829360e+00 -1.2161349980511664e+00 7.7867321849914364e-02
11659     2.0463055548065272e+00 3.5430721576054203e-01 9.4663591348328679e-01 1.9614360157357853e+00 -1.2160735901730868e+00 7.7862074322987682e-02
11660     2.0462920609753246e+00 3.5428857392514473e-01 9.4667182013359297e-01 1.9613438051868517e+00 -1.2160121382702647e+00 7.7856797847628320e-02
11661     2.0462785713390965e+00 3.5427026165713649e-01 9.4670741429142569e-01 1.9612515489070608e+00 -1.2159506535165265e+00 7.7851493268985189e-02
11662     2.0462650885285942e+00 3.5425228266982961e-01 9.4674268909891479e-01 1.9611592642059530e+00 -1.2158891474461033e+00 7.7846161489363727e-02
11663     2.0462516152400894e+00 3.5423464050403708e-01 9.4677763775855517e-01 1.9610669689300708e+00 -1.2158276319525736e+00 7.7840803468319744e-02
11664     2.0462381542348966e+00 3.5421733852706594e-01 9.4681225353449461e-01 1.9609746814607147e+00 -1.2157661192873790e+00 7.7835420222671814e-02
11665     2.0462247083388316e+00 3.5420037993186637e-01 9.4684652975383088e-01 1.9608824207109254e+00 -1.2157046220577910e+00 7.7830012826429124e-02
11666     2.0462112804415309e+00 3.5418376773634652e-01 9.4688045980788071e-01 1.9607902061217590e+00 -1.2156431532244554e+00 7.7824582410638082e-02
11667     2.0461978734957196e+00 3.5416750478285869e-01 9.4691403715344913e-01 1.9606980576578457e+00 -1.2155817260984338e+00 7.7819130163143888e-02
11668     2.0461844905164153e+00 3.5415159373784666e-01 9.4694725531409951e-01 1.9606059958021997e+00 -1.2155203543377309e+00 7.7813657328269503e-02
11669     2.0461711345799918e+00 3.5413603709165953e-01 9.4698010788137565e-01 1.9605140415503957e+00 -1.2154590519434387e+00 7.7808165206411886e-02
11670     2.0461578088232484e+00 3.5412083715852483e-01 9.4701258851606174e-01 1.9604222164039899e+00 -1.2153978332553284e+00 7.7802655153556832e-02
11671     2.0461445164422911e+00 3.5410599607668086e-01 9.4704469094939170e-01 1.9603305423632875e+00 -1.2153367129470694e+00 7.7797128580710057e-02
11672     2.0461312606914324e+00 3.5409151580866655e-01 9.4707640898424161e-01 1.9602390419194262e+00 -1.2152757060209021e+00 7.7791586953250183e-02
11673     2.0461180448819793e+00 3.5407739814176614e-01 9.4710773649636670e-01 1.9601477380458689e+00 -1.2152148278020225e+00 7.7786031790203394e-02
11674     2.0461048723809512e+00 3.5406364468860835e-01 9.4713866743554787e-01 1.9600566541892137e+00 -1.2151540939324190e+00 7.7780464663439922e-02
11675     2.0460917466097346e+00 3.5405025688789915e-01 9.4716919582679382e-01 1.9599658142594021e+00 -1.2150935203643607e+00 7.7774887196795608e-02
11676     2.0460786710426722e+00 3.5403723600531611e-01 9.4719931577147964e-01 1.9598752426193782e+00 -1.2150331233535017e+00 7.7769301065120491e-02
11677     2.0460656492055906e+00 3.5402458313452573e-01 9.4722902144851429e-01 1.9597849640741316e+00 -1.2149729194515810e+00 7.7763707993257533e-02
11678     2.0460526846742622e+00 3.5401229919834104e-01 9.4725830711545389e-01 1.9596950038592433e+00 -1.2149129254987761e+00 7.7758109754952398e-02
11679     2.0460397810727962e+00 3.5400038495000880e-01 9.4728716710961702e-01 1.9596053876288579e+00 -1.2148531586156872e+00 7.7752508171696308e-02
11680     2.0460269420720385e+00 3.5398884097462102e-01 9.4731559584922975e-01 1.9595161414432385e+00 -1.2147936361950511e+00 7.7746905111511930e-02
11681     2.0460141713878488e+00 3.5397766769064176e-01 9.4734358783446670e-01 1.9594272917557887e+00 -1.2147343758930487e+00 7.7741302487672179e-02
11682     2.0460014727793423e+00 3.5396686535154875e-01 9.4737113764855541e-01 1.9593388653996389e+00 -1.2146753956204004e+00 7.7735702257370351e-02
11683     2.0459888500471344e+00 3.5395643404759408e-01 9.4739823995884209e-01 1.9592508895738505e+00 -1.2146167135331527e+00 7.7730106420333137e-02
11684     2.0459763070315016e+00 3.5394637370764354e-01 9.4742488951782078e-01 1.9591633918291793e+00 -1.2145583480231421e+00 7.7724517017386155e-02
11685     2.0459638476104716e+00 3.5393668410114087e-01 9.4745108116417209e-01 1.9590764000534906e+00 -1.2145003177083320e+00 7.7718936128973501e-02
11686     2.0459514756979797e+00 3.5392736484014625e-01 9.4747680982379034e-01 1.9589899424568433e+00 -1.2144426414228002e+00 7.7713365873636947e-02
11687     2.0459391952418731e+00 3.5391841538146923e-01 9.4750207051077240e-01 1.9589040475562132e+00 -1.2143853382065819e+00 7.7707808406454082e-02
11688     2.0459270102219453e+00 3.5390983502888151e-01 9.4752685832840811e-01 1.9588187441599334e+00 -1.2143284272952775e+00 7.7702265917446167e-02
11689     2.0459149246479722e+00 3.5390162293540706e-01 9.4755116847014886e-01 1.9587340613518920e+00 -1.2142719281094756e+00 7.7696740629950869e-02
11690     2.0459029425575812e+00 3.5389377810568229e-01 9.4757499622055541e-01 1.9586500284753665e+00 -1.2142158602440229e+00 7.7691234798970860e-02
11691     2.0458910680142952e+00 3.5388629939839666e-01 9.4759833695624540e-01 1.9585666751167863e+00 -1.2141602434571330e+00 7.7685750709499568e-02
11692     2.0458793051053177e+00 3.5387918552876674e-01 9.4762118614678315e-01 1.9584840310890306e+00 -1.2141050976592627e+00 7.7680290674822405e-02
11693     2.0458676579395476e+00 3.5387243507111199e-01 9.4764353935563506e-01 1.9584021264148004e+00 -1.2140504429019998e+00 7.7674857034808045e-02
11694     2.0458561306453271e+00 3.5386604646144743e-01 9.4766539224100232e-01 1.9583209913095532e+00 -1.2139962993666755e+00 7.7669452154180002e-02
11695     2.0458447273683222e+00 3.5386001800015704e-01 9.4768674055671787e-01 1.9582406561643901e+00 -1.2139426873529431e+00 7.7664078420782365e-02
11696     2.0458334522693278e+00 3.5385434785469705e-01 9.4770758015307688e-01 1.9581611515287480e+00 -1.2138896272671940e+00 7.7658738243835554e-02
11697     2.0458223095220469e+00 3.5384903406236184e-01 9.4772790697769282e-01 1.9580825080928961e+00 -1.2138371396109038e+00 7.7653434052188275e-02
11698     2.0458113033108658e+00 3.5384407453308808e-01 9.4774771707628935e-01 1.9580047566703225e+00 -1.2137852449688340e+00 7.7648168292566488e-02
11699     2.0458004378285635e+00 3.5383946705229574e-01 9.4776700659351154e-01 1.9579279281799287e+00 -1.2137339639971727e+00 7.7642943427822797e-02
11700     2.0457897172740540e+00 3.5383520928378409e-01 9.4778577177368584e-01 1.9578520536281316e+00 -1.2136833174115476e+00 7.7637761935187594e-02
11701     2.0457791458500632e+00 3.5383129877265745e-01 9.4780400896159167e-01 1.9577771640907813e+00 -1.2136333259749674e+00 7.7632626304523528e-02
11702     2.0457687277608336e+00 3.5382773294830328e-01 9.4782171460320652e-01 1.9577032906949936e+00 -1.2135840104856699e+00 7.7627539036585147e-02
11703     2.0457584672097107e+00 3.5382450912738295e-01 9.4783888524641946e-01 1.9576304646007612e+00 -1.2135353917648528e+00 7.7622502641284619e-02
11704     2.0457483683968003e+00 3.5382162451689053e-01 9.4785551754171626e-01 1.9575587169825268e+00 -1.2134874906443334e+00 7.7617519635963736e-02
11705     2.0457384355165580e+00 3.5381907621723641e-01 9.4787160824288919e-01 1.9574880790105709e+00 -1.2134403279541386e+00 7.7612592543676709e-02
11706     2.0457286727553501e+00 3.5381686122536676e-01 9.4788715420768432e-01 1.9574185818322580e+00 -1.2133939245099588e+00 7.7607723891478270e-02
11707     2.0457190842890167e+00 3.5381497643793264e-01 9.4790215239845399e-01 1.9573502565531729e+00 -1.2133483011005428e+00 7.7602916208722117e-02
11708     2.0457096742803729e+00 3.5381341865447846e-01 9.4791659988277233e-01 1.9572831342180950e+00 -1.2133034784749730e+00 7.7598172025366993e-02
11709     2.0457004468766957e+00 3.5381218458069624e-01 9.4793049383403138e-01 1.9572172457918573e+00 -1.2132594773298893e+00 7.7593493870293323e-02
11710     2.0456914062072165e+00 3.5381127083169522e-01 9.4794383153204109e-01 1.9571526221400275e+00 -1.2132163182965474e+00 7.7588884269624306e-02
11711     2.0456825563805401e+00 3.5381067393533039e-01 9.4795661036359224e-01 1.9570892940094942e+00 -1.2131740219278766e+00 7.7584345745059000e-02
11712     2.0456739014820768e+00 3.5381039033556250e-01 9.4796882782297742e-01 1.9570272920088758e+00 -1.2131326086853391e+00 7.7579880812208318e-02
11713     2.0456654455714225e+00 3.5381041639586253e-01 9.4798048151254055e-01 1.9569666465887878e+00 -1.2130920989257687e+00 7.7575491978939329e-02
11714     2.0456571926797098e+00 3.5381074840265581e-01 9.4799156914314731e-01 1.9569073880219823e+00 -1.2130525128880754e+00 7.7571181743722489e-02
11715     2.0456491468069897e+00 3.5381138256881900e-01 9.4800208853471324e-01 1.9568495463833397e+00 -1.2130138706798823e+00 7.7566952593985841e-02
11716     2.0456413119195442e+00 3.5381231503720723e-01 9.4801203761661068e-01 1.9567931515297503e+00 -1.2129761922640239e+00 7.7562807004467493e-02
11717     2.0456336919471396e+00 3.5381354188423458e-01 9.4802141442814114e-01 1.9567382330797654e+00 -1.2129394974450014e+00 7.7558747435572895e-02
11718     2.0456262907803509e+00 3.5381505912349054e-01 9.4803021711895119e-01 1.9566848203932394e+00 -1.2129038058553303e+00 7.7554776331731010e-02
11719     2.0456191122678229e+00 3.5381686270940987e-01 9.4803844394941428e-01 1.9566329425507620e+00 -1.2128691369417635e+00 7.7550896119749024e-02
11720     2.0456121602134707e+00 3.5381894854096918e-01 9.4804609329100575e-01 1.9565826283329879e+00 -1.2128355099514923e+00 7.7547109207162929e-02
11721     2.0456054383737556e+00 3.5382131246545173e-01 9.4805316362669145e-01 1.9565339061998817e+00 -1.2128029439182695e+00 7.7543417980590321e-02
11722     2.0455989504548766e+00 3.5382395028222458e-01 9.4805965355122168e-01 1.9564868042698162e+00 -1.2127714576483857e+00 7.7539824804070887e-02
11723     2.0455927001099687e+00 3.5382685774657824e-01 9.4806556177144841e-01 1.9564413502986080e+00 -1.2127410697066661e+00 7.7536332017406562e-02
11724     2.0455866909363247e+00 3.5383003057359802e-01 9.4807088710663523e-01 1.9563975716584949e+00 -1.2127117984024036e+00 7.7532941934495114e-02
11725     2.0455809264725615e+00 3.5383346444206226e-01 9.4807562848871385e-01 1.9563554953169711e+00 -1.2126836617751859e+00 7.7529656841653360e-02
11726     2.0455754101958350e+00 3.5383715499839380e-01 9.4807978496252387e-01 1.9563151478156915e+00 -1.2126566775807741e+00 7.7526478995937328e-02
11727     2.0455701455189934e+00 3.5384109786062196e-01 9.4808335568603563e-01 1.9562765552492303e+00 -1.2126308632768943e+00 7.7523410623451763e-02
11728     2.0455651357878306e+00 3.5384528862239745e-01 9.4808633993057323e-01 1.9562397432439500e+00 -1.2126062360090903e+00 7.7520453917657162e-02
11729     2.0455603842782999e+00 3.5384972285700517e-01 9.4808873708098862e-01 1.9562047369368587e+00 -1.2125828125965525e+00 7.7517611037665746e-02
11730     2.0455558941936385e+00 3.5385439612140629e-01 9.4809054663578352e-01 1.9561715609543819e+00 -1.2125606095179331e+00 7.7514884106532483e-02
11731     2.0455516686617443e+00 3.5385930396030346e-01 9.4809176820731322e-01 1.9561402393914733e+00 -1.2125396428973456e+00 7.7512275209546122e-02
11732     2.0455477107323232e+00 3.5386444191020383e-01 9.4809240152182384e-01 1.9561107957905879e+00 -1.2125199284902923e+00 7.7509786392511423e-02
11733     2.0455440233742950e+00 3.5386980550349123e-01 9.4809244641961543e-01 1.9560832531209684e+00 -1.2125014816697803e+00 7.7507419660034424e-02
11734     2.0455406094730035e+00 3.5387539027248144e-01 9.4809190285504974e-01 1.9560576337579667e+00 -1.2124843174124944e+00 7.7505176973805240e-02
11735     2.0455374718276871e+00 3.5388119175349381e-01 9.4809077089665472e-01 1.9560339594627290e+00 -1.2124684502851901e+00 7.7503060250888253e-02
11736     2.0455346131488121e+00 3.5388720549087443e-01 9.4808905072709049e-01 1.9560122513620057e+00 -1.2124538944311587e+00 7.7501071362013688e-02
11737     2.0455320360555742e+00 3.5389342704101240e-01 9.4808674264319359e-01 1.9559925299283238e+00 -1.2124406635569560e+00 7.7499212129880937e-02
11738     2.0455297430734154e+00 3.5389985197633028e-01 9.4808384705595605e-01 1.9559748149604759e+00 -1.2124287709193469e+00 7.7497484327472888e-02
11739     2.0455277366315459e+00 3.5390647588920521e-01 9.4808036449044675e-01 1.9559591255643238e+00 -1.2124182293124297e+00 7.7495889676383295e-02
11740     2.0455260190606155e+00 3.5391329439587466e-01 9.4807629558577711e-01 1.9559454801340963e+00 -1.2124090510551326e+00 7.7494429845164775e-02
11741     2.0455245925904242e+00 3.5392030314026490e-01 9.4807164109500830e-01 1.9559338963340611e+00 -1.2124012479789099e+00 7.7493106447696219e-02
11742     2.0455234593476561e+00 3.5392749779776361e-01 9.4806640188501756e-01 1.9559243910806947e+00 -1.2123948314158197e+00 7.7491921041576123e-02
11743     2.0455226213537872e+00 3.5393487407892932e-01 9.4806057893639872e-01 1.9559169805253847e+00 -1.2123898121869257e+00 7.7490875126543124e-02
11744     2.0455220805229786e+00 3.5394242773310530e-01 9.4805417334328801e-01 1.9559116800376657e+00 -1.2123862005910804e+00 7.7489970142928688e-02
11745     2.0455218386600702e+00 3.5395015455196210e-01 9.4804718631315321e-01 1.9559085041889754e+00 -1.2123840063940208e+00 7.7489207470142443e-02
11746     2.0455218974587548e+00 3.5395805037295575e-01 9.4803961916664847e-01 1.9559074667371548e+00 -1.2123832388180042e+00 7.7488588425198554e-02
11747     2.0455222584997386e+00 3.5396611108266962e-01 9.4803147333735882e-01 1.9559085806114511e+00 -1.2123839065317410e+00 7.7488114261280661e-02
11748     2.0455229232490137e+00 3.5397433262006789e-01 9.4802275037154271e-01 1.9559118578982291e+00 -1.2123860176408261e+00 7.7487786166350978e-02
11749     2.0455238930562354e+00 3.5398271097964118e-01 9.4801345192787212e-01 1.9559173098273630e+00 -1.2123895796786408e+00 7.7487605261806911e-02
11750     2.0455251691532546e+00 3.5399124221443323e-01 9.4800357977714167e-01 1.9559249467593363e+00 -1.2123945995976566e+00 7.7487572601187368e-02
11751     2.0455267526526542e+00 3.5399992243895689e-01 9.4799313580194933e-01 1.9559347781730692e+00 -1.2124010837613215e+00 7.7487689168931104e-02
11752     2.0455286445464509e+00 3.5400874783198577e-01 9.4798212199634468e-01 1.9559468126544797e+00 -1.2124090379363590e+00 7.7487955879191828e-02
11753     2.0455308457048589e+00 3.5401771463921111e-01 9.4797054046548113e-01 1.9559610578857676e+00 -1.2124184672856009e+00 7.7488373574708821e-02
11754     2.0455333568752208e+00 3.5402681917579354e-01 9.4795839342521049e-01 1.9559775206355925e+00 -1.2124293763613754e+00 7.7488943025741386e-02
11755     2.0455361786809529e+00 3.5403605782874209e-01 9.4794568320170047e-01 1.9559962067498688e+00 -1.2124417690993587e+00 7.7489664929063548e-02
11756     2.0455393116207463e+00 3.5404542705920516e-01 9.4793241223099400e-01 1.9560171211436039e+00 -1.2124556488130565e+00 7.7490539907029782e-02
11757     2.0455427560676283e+00 3.5405492340456324e-01 9.4791858305853305e-01 1.9560402677932591e+00 -1.2124710181887268e+00 7.7491568506700609e-02
11758     2.0455465122684511e+00 3.5406454348043043e-01 9.4790419833871420e-01 1.9560656497302829e+00 -1.2124878792809768e+00 7.7492751199049956e-02
11759     2.0455505803432104e+00 3.5407428398246144e-01 9.4788926083435654e-01 1.9560932690352422e+00 -1.2125062335088499e+00 7.7494088378238263e-02
11760     2.0455549602846692e+00 3.5408414168804164e-01 9.4787377341622048e-01 1.9561231268329717e+00 -1.2125260816525649e+00 7.7495580360967320e-02
11761     2.0455596519579724e+00 3.5409411345779307e-01 9.4785773906241133e-01 1.9561552232885147e+00 -1.2125474238507465e+00 7.7497227385907488e-02
11762     2.0455646551004882e+00 3.5410419623694650e-01 9.4784116085787462e-01 1.9561895576040800e+00 -1.2125702595984127e+00 7.7499029613214518e-02
11763     2.0455699693216300e+00 3.5411438705652121e-01 9.4782404199374015e-01 1.9562261280167605e+00 -1.2125945877453916e+00 7.7500987124120790e-02
11764     2.0455755941029450e+00 3.5412468303436950e-01 9.4780638576676335e-01 1.9562649317972953e+00 -1.2126204064954833e+00 7.7503099920617366e-02
11765     2.0455815287981820e+00 3.5413508137603456e-01 9.4778819557866167e-01 1.9563059652496912e+00 -1.2126477134062055e+00 7.7505367925219948e-02
11766     2.0455877726335712e+00 3.5414557937543995e-01 9.4776947493546748e-01 1.9563492237118012e+00 -1.2126765053891371e+00 7.7507790980823818e-02
11767     2.0455943247082127e+00 3.5415617441541841e-01 9.4775022744686688e-01 1.9563947015568646e+00 -1.2127067787109369e+00 7.7510368850648728e-02
11768     2.0456011839944841e+00 3.5416686396805708e-01 9.4773045682546264e-01 1.9564423921958911e+00 -1.2127385289949268e+00 7.7513101218270472e-02
11769     2.0456083493387327e+00 3.5417764559487946e-01 9.4771016688609377e-01 1.9564922880811455e+00 -1.2127717512233860e+00 7.7515987687748200e-02
11770     2.0456158194618848e+00 3.5418851694684672e-01 9.4768936154506800e-01 1.9565443807103395e+00 -1.2128064397403695e+00 7.7519027783835251e-02
11771     2.0456235929603546e+00 3.5419947576420091e-01 9.4766804481941314e-01 1.9565986606319541e+00 -1.2128425882552138e+00 7.7522220952285295e-02
11772     2.0456316683069233e+00 3.5421051987613278e-01 9.4764622082608285e-01 1.9566551174513256e+00 -1.2128801898466182e+00 7.7525566560243786e-02
11773     2.0456400438517619e+00 3.5422164720028643e-01 9.4762389378114864e-01 1.9567137398376262e+00 -1.2129192369672992e+00 7.7529063896727465e-02
11774     2.0456487178236178e+00 3.5423285574210295e-01 9.4760106799898614e-01 1.9567745155317740e+00 -1.2129597214492454e+00 7.7532712173189647e-02
11775     2.0456576883310036e+00 3.5424414359401696e-01 9.4757774789142946e-01 1.9568374313550922e+00 -1.2130016345095351e+00 7.7536510524168351e-02
11776     2.0456669533635456e+00 3.5425550893449154e-01 9.4755393796688803e-01 1.9569024732187943e+00 -1.2130449667566283e+00 7.7540458008012958e-02
11777     2.0456765107934047e+00 3.5426695002692793e-01 9.4752964282947927e-01 1.9569696261342400e+00 -1.2130897081972425e+00 7.7544553607690248e-02
11778     2.0456863583767291e+00 3.5427846521841783e-01 9.4750486717809557e-01 1.9570388742238665e+00 -1.2131358482436507e+00 7.7548796231660777e-02
11779     2.0456964937552824e+00 3.5429005293840216e-01 9.4747961580550943e-01 1.9571102007328336e+00 -1.2131833757214632e+00 7.7553184714825349e-02
11780     2.0457069144580631e+00 3.5430171169718605e-01 9.4745389359741883e-01 1.9571835880412596e+00 -1.2132322788778016e+00 7.7557717819537478e-02
11781     2.0457176179029846e+00 3.5431344008436105e-01 9.4742770553145439e-01 1.9572590176770357e+00 -1.2132825453898670e+00 7.7562394236672161e-02
11782     2.0457286013986917e+00 3.5432523676714001e-01 9.4740105667625063e-01 1.9573364703291640e+00 -1.2133341623738632e+00 7.7567212586753670e-02
11783     2.0457398621462826e+00 3.5433710048859024e-01 9.4737395219038145e-01 1.9574159258614769e+00 -1.2133871163941661e+00 7.7572171421127253e-02
11784     2.0457513972412307e+00 3.5434903006582108e-01 9.4734639732139325e-01 1.9574973633268777e+00 -1.2134413934728614e+00 7.7577269223181144e-02
11785     2.0457632036752269e+00 3.5436102438809197e-01 9.4731839740472756e-01 1.9575807609817790e+00 -1.2134969790993717e+00 7.7582504409601058e-02
11786     2.0457752783380867e+00 3.5437308241488624e-01 9.4728995786269532e-01 1.9576660963009120e+00 -1.2135538582404066e+00 7.7587875331662851e-02
11787     2.0457876180196433e+00 3.5438520317394889e-01 9.4726108420336452e-01 1.9577533459922374e+00 -1.2136120153499075e+00 7.7593380276547483e-02
11788     2.0458002194117308e+00 3.5439738575930285e-01 9.4723178201952773e-01 1.9578424860121264e+00 -1.2136714343792261e+00 7.7599017468684292e-02
11789     2.0458130791100508e+00 3.5440962932925640e-01 9.4720205698752025e-01 1.9579334915805380e+00 -1.2137320987872637e+00 7.7604785071105409e-02
11790     2.0458261936161337e+00 3.5442193310441666e-01 9.4717191486615637e-01 1.9580263371962525e+00 -1.2137939915506915e+00 7.7610681186816077e-02
11791     2.0458395593392402e+00 3.5443429636570467e-01 9.4714136149555417e-01 1.9581209966521280e+00 -1.2138570951741465e+00 7.7616703860172123e-02
11792     2.0458531725982607e+00 3.5444671845240922e-01 9.4711040279598890e-01 1.9582174430502373e+00 -1.2139213917003746e+00 7.7622851078259836e-02
11793     2.0458670296236154e+00 3.5445919876025583e-01 9.4707904476673110e-01 1.9583156488169453e+00 -1.2139868627203168e+00 7.7629120772276489e-02
11794     2.0458811265590513e+00 3.5447173673952731e-01 9.4704729348482219e-01 1.9584155857177923e+00 -1.2140534893830908e+00 7.7635510818907280e-02
11795     2.0458954594635621e+00 3.5448433189322187e-01 9.4701515510390855e-01 1.9585172248723222e+00 -1.2141212524058906e+00 7.7642019041697929e-02
11796     2.0459100243130637e+00 3.5449698377525996e-01 9.4698263585299691e-01 1.9586205367685088e+00 -1.2141901320837019e+00 7.7648643212414478e-02
11797     2.0459248170022892e+00 3.5450969198875693e-01 9.4694974203523408e-01 1.9587254912772547e+00 -1.2142601082989568e+00 7.7655381052401135e-02
11798     2.0459398333464422e+00 3.5452245618433703e-01 9.4691648002664319e-01 1.9588320576664144e+00 -1.2143311605309526e+00 7.7662230233919660e-02
11799     2.0459550690829391e+00 3.5453527605852109e-01 9.4688285627488178e-01 1.9589402046147417e+00 -1.2144032678652055e+00 7.7669188381482679e-02
11800     2.0459705198730758e+00 3.5454815135215201e-01 9.4684887729793898e-01 1.9590499002255655e+00 -1.2144764090025804e+00 7.7676253073173010e-02
11801     2.0459861813036975e+00 3.5456108184889945e-01 9.4681454968286893e-01 1.9591611120402845e+00 -1.2145505622683554e+00 7.7683421841955383e-02
11802     2.0460020488887758e+00 3.5457406737380204e-01 9.4677988008447111e-01 1.9592738070515989e+00 -1.2146257056210961e+00 7.7690692176975523e-02
11803     2.0460181180710801e+00 3.5458710779186126e-01 9.4674487522397910e-01 1.9593879517166375e+00 -1.2147018166613979e+00 7.7698061524852050e-02
11804     2.0460343842236943e+00 3.5460020300669687e-01 9.4670954188772738e-01 1.9595035119698754e+00 -1.2147788726406057e+00 7.7705527290963639e-02
11805     2.0460508426516517e+00 3.5461335295922330e-01 9.4667388692581778e-01 1.9596204532359511e+00 -1.2148568504693404e+00 7.7713086840729834e-02
11806     2.0460674885934154e+00 3.5462655762636652e-01 9.4663791725074597e-01 1.9597387404423183e+00 -1.2149357267260152e+00 7.7720737500889814e-02
11807     2.0460843172225065e+00 3.5463981701982772e-01 9.4660163983606349e-01 1.9598583380319252e+00 -1.2150154776653102e+00 7.7728476560784646e-02
11808     2.0461013236490118e+00 3.5465313118483799e-01 9.4656506171497790e-01 1.9599792099757622e+00 -1.2150960792265668e+00 7.7736301273638467e-02
